id,name,calories,ingredients,cuisine,dietType,cookingTime,protein,fat,carbs,fiber,rating,instructions
76,"Classic Butter Chicken #76",668,"Coconut Milk, Onion, Coriander, Lentils, Pork, Sugar","Indian","Non-Veg",30,26,16,63,4,4.5,"1. Start by prepping the Coconut Milk and Onion. 2. Heat a large pan with some oil and sauté the Coriander. 3. Add the Lentils and cook until tender. 4. Mix in the remaining ingredients and simmer for 15 minutes. 5. Garnish with fresh herbs and serve warm."
77,"Gourmet Tandoori Chicken #77",136,"Yogurt, Bell Pepper, Turmeric, Basil","Indian","Veg",64,6,12,38,2,3.8,"1. Start by prepping the Yogurt and Bell Pepper. 2. Heat a large pan with some oil and sauté the Turmeric. 3. Add the Basil and cook until tender. 4. Mix in the remaining ingredients and simmer for 32 minutes. 5. Garnish with fresh herbs and serve warm."
78,"Quick Dal Makhani #78",410,"Spinach, Basil, Beans, Pasta","Indian","Non-Veg",66,48,6,38,12,5.0,"1. Start by prepping the Spinach and Basil. 2. Heat a large pan with some oil and sauté the Beans. 3. Add the Pasta and cook until tender. 4. Mix in the remaining ingredients and simmer for 33 minutes. 5. Garnish with fresh herbs and serve warm."
79,"Homemade Prawn Balchao #79",730,"Turmeric, Cheese, Milk, Pasta, Ginger, Garlic","Indian","Veg",28,17,36,75,9,4.8,"1. Start by prepping the Turmeric and Cheese. 2. Heat a large pan with some oil and sauté the Milk. 3. Add the Pasta and cook until tender. 4. Mix in the remaining ingredients and simmer for 14 minutes. 5. Garnish with fresh herbs and serve warm."
80,"Modern Twist Vada Pav #80",570,"Lemon, Basil, Thyme, Egg, Oregano, Beans, Lentils, Garam Masala","Indian","Veg",68,11,9,43,8,4.2,"1. Start by prepping the Lemon and Basil. 2. Heat a large pan with some oil and sauté the Thyme. 3. Add the Egg and cook until tender. 4. Mix in the remaining ingredients and simmer for 34 minutes. 5. Garnish with fresh herbs and serve warm."
81,"Modern Twist Vada Pav #81",753,"Garlic, Yogurt, Cream, Ginger, Chicken, Mushroom, Beef, Potato","Indian","Non-Veg",38,46,32,36,2,4.9,"1. Start by prepping the Garlic and Yogurt. 2. Heat a large pan with some oil and sauté the Cream. 3. Add the Ginger and cook until tender. 4. Mix in the remaining ingredients and simmer for 19 minutes. 5. Garnish with fresh herbs and serve warm."
82,"Gourmet Tandoori Chicken #82",319,"Lemon, Bell Pepper, Beans, Chili, Chicken, Coconut Milk, Tomato, Oregano","Indian","Non-Veg",71,47,30,79,12,4.1,"1. Start by prepping the Lemon and Bell Pepper. 2. Heat a large pan with some oil and sauté the Beans. 3. Add the Chili and cook until tender. 4. Mix in the remaining ingredients and simmer for 35 minutes. 5. Garnish with fresh herbs and serve warm."
83,"Quick Rogan Josh #83",257,"Beans, Garlic, Flour, Chili, Onion","Indian","Veg",62,13,12,61,7,3.9,"1. Start by prepping the Beans and Garlic. 2. Heat a large pan with some oil and sauté the Flour. 3. Add the Chili and cook until tender. 4. Mix in the remaining ingredients and simmer for 31 minutes. 5. Garnish with fresh herbs and serve warm."
84,"Traditional Chettinad Chicken #84",714,"Beans, Garlic, Oregano, Yogurt, Butter","Indian","Veg",54,17,27,48,5,3.9,"1. Start by prepping the Beans and Garlic. 2. Heat a large pan with some oil and sauté the Oregano. 3. Add the Yogurt and cook until tender. 4. Mix in the remaining ingredients and simmer for 27 minutes. 5. Garnish with fresh herbs and serve warm."
85,"Traditional Butter Chicken #85",460,"Garam Masala, Soy Sauce, Yogurt, Chicken, Egg, Butter, Lemon","Indian","Veg",15,18,14,88,13,4.3,"1. Start by prepping the Garam Masala and Soy Sauce. 2. Heat a large pan with some oil and sauté the Yogurt. 3. Add the Chicken and cook until tender. 4. Mix in the remaining ingredients and simmer for 7 minutes. 5. Garnish with fresh herbs and serve warm."
86,"Gourmet Dal Makhani #86",838,"Onion, Lemon, Spinach, Mushroom, Cream","Indian","Veg",22,21,6,41,11,3.6,"1. Start by prepping the Onion and Lemon. 2. Heat a large pan with some oil and sauté the Spinach. 3. Add the Mushroom and cook until tender. 4. Mix in the remaining ingredients and simmer for 11 minutes. 5. Garnish with fresh herbs and serve warm."
87,"Spicy Palak Paneer #87",887,"Pork, Onion, Egg, Tomato, Soy Sauce, Sugar, Shrimp","Indian","Veg",17,22,34,78,13,4.8,"1. Start by prepping the Pork and Onion. 2. Heat a large pan with some oil and sauté the Egg. 3. Add the Tomato and cook until tender. 4. Mix in the remaining ingredients and simmer for 8 minutes. 5. Garnish with fresh herbs and serve warm."
88,"Healthy Palak Paneer #88",611,"Coriander, Beans, Milk, Basil","Indian","Non-Veg",20,48,31,31,10,4.1,"1. Start by prepping the Coriander and Beans. 2. Heat a large pan with some oil and sauté the Milk. 3. Add the Basil and cook until tender. 4. Mix in the remaining ingredients and simmer for 10 minutes. 5. Garnish with fresh herbs and serve warm."
89,"Spicy Pani Puri #89",769,"Honey, Cream, Olive Oil, Coriander, Thyme, Paneer, Soy Sauce, Garlic","Indian","Veg",67,23,31,56,3,4.7,"1. Start by prepping the Honey and Cream. 2. Heat a large pan with some oil and sauté the Olive Oil. 3. Add the Coriander and cook until tender. 4. Mix in the remaining ingredients and simmer for 33 minutes. 5. Garnish with fresh herbs and serve warm."
90,"Classic Fish Curry #90",705,"Tomato, Carrot, Turmeric, Pasta, Ginger, Rice, Coconut Milk, Onion","Indian","Non-Veg",58,20,23,25,13,3.8,"1. Start by prepping the Tomato and Carrot. 2. Heat a large pan with some oil and sauté the Turmeric. 3. Add the Pasta and cook until tender. 4. Mix in the remaining ingredients and simmer for 29 minutes. 5. Garnish with fresh herbs and serve warm."
91,"Rustic Mutter Paneer #91",856,"Oregano, Lamb, Turmeric, Spinach, Yogurt, Butter, Honey","Indian","Non-Veg",24,48,19,38,6,4.7,"1. Start by prepping the Oregano and Lamb. 2. Heat a large pan with some oil and sauté the Turmeric. 3. Add the Spinach and cook until tender. 4. Mix in the remaining ingredients and simmer for 12 minutes. 5. Garnish with fresh herbs and serve warm."
92,"Spicy Kadai Chicken #92",409,"Beans, Rice, Garam Masala, Cumin, Beef, Sugar, Basil","Indian","Non-Veg",37,15,21,56,6,4.2,"1. Start by prepping the Beans and Rice. 2. Heat a large pan with some oil and sauté the Garam Masala. 3. Add the Cumin and cook until tender. 4. Mix in the remaining ingredients and simmer for 18 minutes. 5. Garnish with fresh herbs and serve warm."
93,"Chef's Special Biryani #93",775,"Bell Pepper, Carrot, Onion, Honey, Chicken, Turmeric, Ginger","Indian","Veg",21,10,25,85,10,4.4,"1. Start by prepping the Bell Pepper and Carrot. 2. Heat a large pan with some oil and sauté the Onion. 3. Add the Honey and cook until tender. 4. Mix in the remaining ingredients and simmer for 10 minutes. 5. Garnish with fresh herbs and serve warm."
94,"Spicy Kadai Chicken #94",119,"Honey, Lemon, Rice, Garlic, Sugar, Milk","Indian","Veg",37,17,39,56,7,4.6,"1. Start by prepping the Honey and Lemon. 2. Heat a large pan with some oil and sauté the Rice. 3. Add the Garlic and cook until tender. 4. Mix in the remaining ingredients and simmer for 18 minutes. 5. Garnish with fresh herbs and serve warm."
95,"Gourmet Rogan Josh #95",250,"Thyme, Paneer, Coriander, Bell Pepper, Pasta, Lemon, Olive Oil","Indian","Veg",21,13,8,30,5,3.8,"1. Start by prepping the Thyme and Paneer. 2. Heat a large pan with some oil and sauté the Coriander. 3. Add the Bell Pepper and cook until tender. 4. Mix in the remaining ingredients and simmer for 10 minutes. 5. Garnish with fresh herbs and serve warm."
96,"Traditional Fish Curry #96",779,"Butter, Garam Masala, Yogurt, Rice, Turmeric","Indian","Non-Veg",69,47,29,57,13,3.9,"1. Start by prepping the Butter and Garam Masala. 2. Heat a large pan with some oil and sauté the Yogurt. 3. Add the Rice and cook until tender. 4. Mix in the remaining ingredients and simmer for 34 minutes. 5. Garnish with fresh herbs and serve warm."
97,"Chef's Special Fish Curry #97",178,"Chicken, Flour, Basil, Spinach, Cumin, Mushroom","Indian","Non-Veg",28,24,38,72,9,3.8,"1. Start by prepping the Chicken and Flour. 2. Heat a large pan with some oil and sauté the Basil. 3. Add the Spinach and cook until tender. 4. Mix in the remaining ingredients and simmer for 14 minutes. 5. Garnish with fresh herbs and serve warm."
98,"Rustic Biryani #98",321,"Flour, Garam Masala, Turmeric, Coriander, Potato, Yogurt, Cream, Mushroom","Indian","Veg",30,16,29,46,3,4.6,"1. Start by prepping the Flour and Garam Masala. 2. Heat a large pan with some oil and sauté the Turmeric. 3. Add the Coriander and cook until tender. 4. Mix in the remaining ingredients and simmer for 15 minutes. 5. Garnish with fresh herbs and serve warm."
99,"Spicy Paneer Butter Masala #99",655,"Cheese, Pasta, Basil, Tomato, Sugar, Bell Pepper, Coriander, Lamb","Indian","Veg",27,17,26,22,5,4.6,"1. Start by prepping the Cheese and Pasta. 2. Heat a large pan with some oil and sauté the Basil. 3. Add the Tomato and cook until tender. 4. Mix in the remaining ingredients and simmer for 13 minutes. 5. Garnish with fresh herbs and serve warm."
100,"Traditional Butter Chicken #100",226,"Chili, Paneer, Garlic, Beans","Indian","Non-Veg",47,42,12,65,11,3.9,"1. Start by prepping the Chili and Paneer. 2. Heat a large pan with some oil and sauté the Garlic. 3. Add the Beans and cook until tender. 4. Mix in the remaining ingredients and simmer for 23 minutes. 5. Garnish with fresh herbs and serve warm."
101,"Homemade Lamb Vindaloo #101",129,"Coriander, Pasta, Basil, Cheese, Cumin","Indian","Non-Veg",41,40,14,21,11,3.7,"1. Start by prepping the Coriander and Pasta. 2. Heat a large pan with some oil and sauté the Basil. 3. Add the Cheese and cook until tender. 4. Mix in the remaining ingredients and simmer for 20 minutes. 5. Garnish with fresh herbs and serve warm."
102,"Classic Aloo Gobi #102",253,"Milk, Sugar, Lemon, Pasta, Paneer, Garam Masala","Indian","Non-Veg",74,47,15,39,12,4.2,"1. Start by prepping the Milk and Sugar. 2. Heat a large pan with some oil and sauté the Lemon. 3. Add the Pasta and cook until tender. 4. Mix in the remaining ingredients and simmer for 37 minutes. 5. Garnish with fresh herbs and serve warm."
103,"Spicy Fish Curry #103",133,"Butter, Tomato, Shrimp, Pork, Ginger, Lamb, Honey, Thyme","Indian","Veg",58,13,13,51,12,4.4,"1. Start by prepping the Butter and Tomato. 2. Heat a large pan with some oil and sauté the Shrimp. 3. Add the Pork and cook until tender. 4. Mix in the remaining ingredients and simmer for 29 minutes. 5. Garnish with fresh herbs and serve warm."
104,"Chef's Special Kadai Chicken #104",418,"Honey, Cream, Bell Pepper, Butter, Beans","Indian","Veg",61,14,19,49,2,3.9,"1. Start by prepping the Honey and Cream. 2. Heat a large pan with some oil and sauté the Bell Pepper. 3. Add the Butter and cook until tender. 4. Mix in the remaining ingredients and simmer for 30 minutes. 5. Garnish with fresh herbs and serve warm."
105,"Modern Twist Dhokla #105",396,"Lentils, Honey, Cream, Onion, Chicken, Flour, Potato","Indian","Veg",41,19,15,39,5,4.4,"1. Start by prepping the Lentils and Honey. 2. Heat a large pan with some oil and sauté the Cream. 3. Add the Onion and cook until tender. 4. Mix in the remaining ingredients and simmer for 20 minutes. 5. Garnish with fresh herbs and serve warm."
106,"Chef's Special Chana Masala #106",429,"Soy Sauce, Spinach, Coconut Milk, Mushroom, Beans, Rice, Yogurt","Indian","Veg",54,11,20,52,7,5.0,"1. Start by prepping the Soy Sauce and Spinach. 2. Heat a large pan with some oil and sauté the Coconut Milk. 3. Add the Mushroom and cook until tender. 4. Mix in the remaining ingredients and simmer for 27 minutes. 5. Garnish with fresh herbs and serve warm."
107,"Healthy Dal Makhani #107",515,"Soy Sauce, Shrimp, Tomato, Potato, Cheese, Garam Masala, Butter, Lentils","Indian","Veg",48,6,8,45,6,4.1,"1. Start by prepping the Soy Sauce and Shrimp. 2. Heat a large pan with some oil and sauté the Tomato. 3. Add the Potato and cook until tender. 4. Mix in the remaining ingredients and simmer for 24 minutes. 5. Garnish with fresh herbs and serve warm."
108,"Healthy Lamb Vindaloo #108",459,"Garam Masala, Chicken, Pork, Lentils, Beef","Indian","Veg",59,6,15,86,5,4.6,"1. Start by prepping the Garam Masala and Chicken. 2. Heat a large pan with some oil and sauté the Pork. 3. Add the Lentils and cook until tender. 4. Mix in the remaining ingredients and simmer for 29 minutes. 5. Garnish with fresh herbs and serve warm."
109,"Gourmet Fish Curry #109",481,"Yogurt, Shrimp, Lemon, Chili, Lentils","Indian","Non-Veg",49,48,37,21,7,3.9,"1. Start by prepping the Yogurt and Shrimp. 2. Heat a large pan with some oil and sauté the Lemon. 3. Add the Chili and cook until tender. 4. Mix in the remaining ingredients and simmer for 24 minutes. 5. Garnish with fresh herbs and serve warm."
110,"Chef's Special Kadai Chicken #110",298,"Chicken, Basil, Rice, Yogurt, Cumin","Indian","Non-Veg",15,35,17,89,9,5.0,"1. Start by prepping the Chicken and Basil. 2. Heat a large pan with some oil and sauté the Rice. 3. Add the Yogurt and cook until tender. 4. Mix in the remaining ingredients and simmer for 7 minutes. 5. Garnish with fresh herbs and serve warm."
111,"Quick Pani Puri #111",866,"Cheese, Soy Sauce, Egg, Butter, Onion","Indian","Non-Veg",51,45,36,81,6,4.6,"1. Start by prepping the Cheese and Soy Sauce. 2. Heat a large pan with some oil and sauté the Egg. 3. Add the Butter and cook until tender. 4. Mix in the remaining ingredients and simmer for 25 minutes. 5. Garnish with fresh herbs and serve warm."
112,"Modern Twist Masala Dosa #112",400,"Soy Sauce, Lentils, Beans, Tomato","Indian","Veg",38,20,37,82,8,4.2,"1. Start by prepping the Soy Sauce and Lentils. 2. Heat a large pan with some oil and sauté the Beans. 3. Add the Tomato and cook until tender. 4. Mix in the remaining ingredients and simmer for 19 minutes. 5. Garnish with fresh herbs and serve warm."
113,"Chef's Special Vada Pav #113",866,"Carrot, Potato, Thyme, Basil, Olive Oil","Indian","Veg",46,14,5,79,5,5.0,"1. Start by prepping the Carrot and Potato. 2. Heat a large pan with some oil and sauté the Thyme. 3. Add the Basil and cook until tender. 4. Mix in the remaining ingredients and simmer for 23 minutes. 5. Garnish with fresh herbs and serve warm."
114,"Healthy Dal Makhani #114",471,"Potato, Tomato, Ginger, Flour, Soy Sauce, Basil, Turmeric","Indian","Non-Veg",47,17,39,51,12,3.9,"1. Start by prepping the Potato and Tomato. 2. Heat a large pan with some oil and sauté the Ginger. 3. Add the Flour and cook until tender. 4. Mix in the remaining ingredients and simmer for 23 minutes. 5. Garnish with fresh herbs and serve warm."
115,"Spicy Pav Bhaji #115",744,"Onion, Milk, Yogurt, Carrot, Chicken, Soy Sauce, Lemon, Potato","Indian","Veg",24,18,9,63,7,4.3,"1. Start by prepping the Onion and Milk. 2. Heat a large pan with some oil and sauté the Yogurt. 3. Add the Carrot and cook until tender. 4. Mix in the remaining ingredients and simmer for 12 minutes. 5. Garnish with fresh herbs and serve warm."
116,"Rustic Hyderabadi Biryani #116",618,"Yogurt, Coriander, Ginger, Lemon, Mushroom","Indian","Non-Veg",15,15,18,22,10,4.3,"1. Start by prepping the Yogurt and Coriander. 2. Heat a large pan with some oil and sauté the Ginger. 3. Add the Lemon and cook until tender. 4. Mix in the remaining ingredients and simmer for 7 minutes. 5. Garnish with fresh herbs and serve warm."
117,"Spicy Chicken Tikka Masala #117",359,"Chili, Coconut Milk, Turmeric, Thyme, Pasta, Potato, Sugar, Ginger","Indian","Non-Veg",59,43,7,56,4,4.6,"1. Start by prepping the Chili and Coconut Milk. 2. Heat a large pan with some oil and sauté the Turmeric. 3. Add the Thyme and cook until tender. 4. Mix in the remaining ingredients and simmer for 29 minutes. 5. Garnish with fresh herbs and serve warm."
118,"Homemade Samosa Chat #118",889,"Lamb, Lemon, Chili, Potato, Coconut Milk, Cumin, Spinach, Egg","Indian","Non-Veg",66,39,11,56,4,4.8,"1. Start by prepping the Lamb and Lemon. 2. Heat a large pan with some oil and sauté the Chili. 3. Add the Potato and cook until tender. 4. Mix in the remaining ingredients and simmer for 33 minutes. 5. Garnish with fresh herbs and serve warm."
119,"Healthy Biryani #119",715,"Olive Oil, Lamb, Coconut Milk, Paneer, Bell Pepper, Pork, Spinach","Indian","Veg",21,17,25,28,9,3.9,"1. Start by prepping the Olive Oil and Lamb. 2. Heat a large pan with some oil and sauté the Coconut Milk. 3. Add the Paneer and cook until tender. 4. Mix in the remaining ingredients and simmer for 10 minutes. 5. Garnish with fresh herbs and serve warm."
120,"Rustic Fish Curry #120",631,"Lentils, Coconut Milk, Garlic, Flour, Lamb, Garam Masala, Paneer","Indian","Non-Veg",28,34,37,82,12,4.4,"1. Start by prepping the Lentils and Coconut Milk. 2. Heat a large pan with some oil and sauté the Garlic. 3. Add the Flour and cook until tender. 4. Mix in the remaining ingredients and simmer for 14 minutes. 5. Garnish with fresh herbs and serve warm."
